ID,session_type,type
,bilendi,success
,bilendi,success
,bilendi,success
0815,bilendi,screen out
0815,bilendi,screen out
,bilendi,screen out
0816,bilendi,success
196855797671952,bilendi,screen out
196855797670924,bilendi,success
,bilendi,screen out
,bilendi,screen out
,bilendi,screen out
,bilendi,screen out
,bilendi,screen out
196855797671951,bilendi,screen out
196855797670925,bilendi,success
012345,bilendi,screen out
