ID,session_type,type
012345,bilendi,screen out
012345,bilendi,success
012345,bilendi,screen out
01010101,bilendi,screen out
01010101,bilendi,success
121212,bilendi,screen out
121212,bilendi,success
,bilendi,success
,bilendi,screen out
196855797671951,bilendi,screen out
196855797630983,bilendi,success
121212,bilendi,screen out
121212,bilendi,success
196855797630983,bilendi,screen out
196855797670922,bilendi,screen out
196855797671950,bilendi,screen out
196855797671950,bilendi,success
196855797671950,bilendi,screen out
196855797671950,bilendi,screen out
196855797671950,bilendi,screen out
196855797671950,bilendi,success
196855797671951,bilendi,screen out
196855797670925,bilendi,success
197758976953389,bilendi,screen out
197758976155764,bilendi,screen out
197758978638878,bilendi,screen out
197758977159266,bilendi,success
197758978145290,bilendi,success
197758979605625,bilendi,success
197758976678913,bilendi,screen out
197758977376263,bilendi,success
197758975864923,bilendi,success
197758977876051,bilendi,success
197758977934435,bilendi,success
197758976953388,bilendi,screen out
197758978330688,bilendi,success
197758976548961,bilendi,success
197758976497742,bilendi,success
197758975885405,bilendi,success
197758977129564,bilendi,screen out
197758979209259,bilendi,success
197758977290359,bilendi,success
197758977354753,bilendi,success
197758976921635,bilendi,success
197758979322972,bilendi,success
197758977212523,bilendi,success
197758976229382,bilendi,success
197758977898589,bilendi,screen out
197758976211972,bilendi,screen out
197758977689661,bilendi,screen out
197758978640937,bilendi,success
197758977983593,bilendi,success
197758979639421,bilendi,success
197758975800403,bilendi,success
197758978611214,bilendi,screen out
197758977554467,bilendi,success
197758975840346,bilendi,success
197758978613268,bilendi,screen out
197758976144499,bilendi,success
197758977203305,bilendi,success
197758976156792,bilendi,success
197758976298006,bilendi,success
197758977795146,bilendi,success
197758978501735,bilendi,success
197758976518226,bilendi,success
197758977065026,bilendi,screen out
197758977203306,bilendi,success
197758979440642,bilendi,screen out
197758978631704,bilendi,success
197758979196952,bilendi,success
197758976869404,bilendi,screen out
197758975645769,bilendi,success
197758977887323,bilendi,success
197758975789138,bilendi,success
197758978471010,bilendi,screen out
197758979604591,bilendi,success
197758977665078,bilendi,success
197758975908959,bilendi,success
197758979308627,bilendi,screen out
197758976985144,bilendi,success
197758975895646,bilendi,success
197758975895646,bilendi,screen out
197758976384058,bilendi,success
197758977513498,bilendi,screen out
197758975800404,bilendi,screen out
197819574007875,bilendi,screen out
197819576199202,bilendi,success
197819572210704,bilendi,screen out
197758978009198,bilendi,success
197819581206568,bilendi,screen out
197819577376785,bilendi,success
197819583278199,bilendi,success
197819574996007,bilendi,success
197819570130025,bilendi,success
197819572042877,bilendi,success
197819583483912,bilendi,success
197819581000714,bilendi,success
197819576691802,bilendi,success
197819575763057,bilendi,success
197819574394989,bilendi,success
197819573485579,bilendi,screen out
197819569987678,bilendi,screen out
197819572509739,bilendi,success
197819569519670,bilendi,success
197758979556403,bilendi,success
197758976334879,bilendi,success
197819582545960,bilendi,success
197819580493899,bilendi,screen out
197819572744262,bilendi,success
197819569488948,bilendi,success
197758976878624,bilendi,success
197758977375236,bilendi,screen out
197819570441216,bilendi,success
197819569857618,bilendi,success
197758976040042,bilendi,success
197819573724198,bilendi,success
197819571390542,bilendi,success
197819571003437,bilendi,success
197758977382409,bilendi,success
197819574025285,bilendi,success
197758976984115,bilendi,screen out
197819573365760,bilendi,success
197758976156791,bilendi,screen out
197819578069073,bilendi,success
197819572681792,bilendi,success
197758976196732,bilendi,screen out
197819572255765,bilendi,success
197819581061140,bilendi,success
197758976298008,bilendi,success
197819571681381,bilendi,success
197758976335911,bilendi,success
197758976092270,bilendi,screen out
197819569755210,bilendi,success
197819572765768,bilendi,success
197758977075280,bilendi,screen out
197819569628222,bilendi,success
197819583226995,bilendi,success
197819573217392,bilendi,success
197758978648111,bilendi,screen out
197758976385086,bilendi,screen out
197819571017775,bilendi,success
197819571752044,bilendi,screen out
197819579608178,bilendi,success
197819573494796,bilendi,success
197819576931443,bilendi,success
197819572100099,bilendi,success
197819570593801,bilendi,success
197819571299396,bilendi,screen out
197819570969640,bilendi,success
197819572808780,bilendi,screen out
197758979508262,bilendi,screen out
197819576352820,bilendi,success
197758979603560,bilendi,success
197758976384059,bilendi,success
197758976394307,bilendi,success
197819574619136,bilendi,success
197819581030416,bilendi,success
197758975876188,bilendi,screen out
197819575744619,bilendi,screen out
197758976267280,bilendi,success
197819571682406,bilendi,success
197758978168853,bilendi,success
197819570434175,bilendi,screen out
197819571407952,bilendi,success
197758976518230,bilendi,success
197819570915365,bilendi,screen out
197758978019442,bilendi,screen out
197819572774986,bilendi,screen out
197819574324323,bilendi,screen out
197819583630367,bilendi,success
197819570324596,bilendi,screen out
197819575376970,bilendi,success
197758977806414,bilendi,screen out
197819581764707,bilendi,success
197819574919200,bilendi,screen out
197758979467281,bilendi,success
197758975645770,bilendi,success
197819573068895,bilendi,screen out
197819583332475,bilendi,success
197758979102842,bilendi,success
197819575396428,bilendi,success
197758977795144,bilendi,success
197819573294199,bilendi,success
197819583711273,bilendi,success
197819573144681,bilendi,success
197758976197758,bilendi,success
197758976555106,bilendi,success
197819569959004,bilendi,success
197819574311008,bilendi,screen out
197758976543836,bilendi,success
197819570896931,bilendi,success
197819576072212,bilendi,success
197758976197759,bilendi,screen out
197819583508493,bilendi,screen out
197819570777109,bilendi,success
197758976414789,bilendi,success
197819571519576,bilendi,success
197758976374838,bilendi,success
197758977732674,bilendi,success
197819570883617,bilendi,screen out
197819573242995,bilendi,success
197819569560635,bilendi,success
197758977319037,bilendi,screen out
197819572974678,bilendi,screen out
197819574419569,bilendi,screen out
197758978218014,bilendi,success
197758976991291,bilendi,success
197819576072211,bilendi,success
197758979586126,bilendi,success
197758977566758,bilendi,success
197819575141424,bilendi,screen out
197819571721322,bilendi,success
197758976024676,bilendi,success
197758976334881,bilendi,screen out
197819574289502,bilendi,success
197758976335907,bilendi,screen out
197758978528368,bilendi,screen out
197819572073472,bilendi,success
197819583237236,bilendi,success
197819573208175,bilendi,success
197819571344457,bilendi,success
197819570998316,bilendi,success
197819573429256,bilendi,success
197758977318010,bilendi,success
197758975746125,bilendi,success
197758978611211,bilendi,screen out
197819572177932,bilendi,screen out
197819577007226,bilendi,success
197758979431424,bilendi,success
197819573945406,bilendi,success
197758977602605,bilendi,success
197819570869280,bilendi,success
197819570297971,bilendi,success
197758979596375,bilendi,success
197819580709984,bilendi,success
197819572627515,bilendi,success
197758977688636,bilendi,success
197819574977573,bilendi,screen out
197819575754861,bilendi,success
197819572939860,bilendi,screen out
197758978331714,bilendi,success
197819570336886,bilendi,success
197819573029979,bilendi,success
197758979004473,bilendi,success
197758976533593,bilendi,success
197819574226009,bilendi,success
197819576024077,bilendi,success
